Nama_Tanaman,Kecamatan,pH_Tanah,Suhu_C,Curah_Hujan_mm,Elevasi_mdpl,Ketersediaan_Air,Intensitas_Matahari_jam,Nama_Varietas,Nama_Varietas_Encoded,Nama_Tanaman_Encoded,Kecamatan_Encoded
Cabe Rawit,Dewantara,6.12,25.56,1932.0,9,Sedang,6.74,Dewata F1,8,3,4
Cabe Rawit,Matangkuli,5.45,26.07,2130.0,12,Sedang,6.66,Dewata F1,8,3,10
Cabe Rawit,Meurah Mulia,5.54,26.06,2084.0,18,Sedang,6.47,Dewata F1,8,3,11
Cabe Rawit,Muara Batu,6.11,25.56,1941.0,10,Sedang,6.74,Dewata F1,8,3,12
Cabe Rawit,Nibong,6.12,20.18,2426.39,19,Rendah,7.49,Dewata F1,8,3,13
Cabe Rawit,Nisam,5.06,26.05,1947.0,31,Tinggi,6.26,Dewata F1,8,3,14
Cabe Rawit,Nisam Antara,5.47,25.02,2181.0,459,Tinggi,6.53,Dewata F1,8,3,15
Cabe Rawit,Paya Bakong,5.29,25.07,2263.0,81,Sedang,6.61,Dewata F1,8,3,16
Cabe Rawit,Pirak Timu,5.15,26.03,2111.0,13,Sedang,6.65,Dewata F1,8,3,17
Cabe Rawit,Samudera,5.07,26.07,1999.0,7,Rendah,1.27,Dewata F1,8,3,18
Cabe Rawit,Sawang,5.65,27.83,2482.79,357,Tinggi,5.34,Dewata F1,8,3,19
Cabe Rawit,Seunuddon,6.09,27.02,2056.0,4,Rendah,4.28,Dewata F1,8,3,20
Cabe Rawit,Simpang Keramat,5.59,26.01,2152.0,165,Tinggi,6.53,Dewata F1,8,3,21
Cabe Rawit,Syamtalira Aron,6.04,26.07,2000.0,5,Rendah,25.52,Dewata F1,8,3,22
Cabe Rawit,Syamtalira Bayu,6.31,20.14,1725.34,15,Sedang,6.12,Dewata F1,8,3,23
Cabe Rawit,Tanah Jambo Aye,5.31,27.0,2144.0,10,Rendah,0.63,Dewata F1,8,3,24
Cabe Rawit,Tanah Luas,5.49,25.02,2200.0,239,Sedang,6.59,Dewata F1,8,3,25
Cabe Rawit,Tanah Pasir,5.09,25.56,1979.0,5,Rendah,6.74,Dewata F1,8,3,26
Cabe Rawit,Baktiya,5.37,27.0,2091.0,11,Rendah,0.67,Bara,4,3,0
Cabe Rawit,Baktiya Barat,6.17,27.01,2006.0,4,Rendah,6.74,Bara,4,3,1
Cabe Rawit,Banda Baro,6.02,26.04,1986.0,35,Tinggi,4.78,Bara,4,3,2
Cabe Rawit,Cot Girek,5.17,25.06,2404.0,124,Sedang,6.61,Bara,4,3,3
Cabe Rawit,Dewantara,6.12,25.56,1932.0,9,Sedang,6.74,Bara,4,3,4
Cabe Rawit,Geureudong Pase,5.04,24.02,2267.0,477,Sedang,6.53,Bara,4,3,5
Cabe Rawit,Kuta Makmur,6.07,26.03,2061.0,141,Tinggi,6.55,Bara,4,3,6
Cabe Rawit,Langkahan,5.76,29.16,2048.14,61,Sedang,7.09,Bara,4,3,7
Cabe Rawit,Lapang,6.05,27.01,2022.0,4,Rendah,17.21,Bara,4,3,8
Cabe Rawit,Lhoksukon,5.22,26.09,2091.0,12,Rendah,6.69,Bara,4,3,9
Cabe Rawit,Matangkuli,5.45,26.07,2130.0,12,Sedang,6.66,Bara,4,3,10
Cabe Rawit,Meurah Mulia,5.54,26.06,2084.0,18,Sedang,6.47,Bara,4,3,11
Cabe Rawit,Muara Batu,6.11,25.56,1941.0,10,Sedang,6.74,Bara,4,3,12
Cabe Rawit,Nibong,4.78,29.46,2160.25,18,Rendah,5.2,Bara,4,3,13
Cabe Rawit,Sawang,5.42,25.0,2200.0,381,Tinggi,6.13,Bara,4,3,19
Cabe Rawit,Seunuddon,5.58,24.47,1775.76,4,Rendah,4.02,Bara,4,3,20
Cabe Rawit,Simpang Keramat,5.59,26.01,2152.0,165,Tinggi,6.53,Bara,4,3,21
Cabe Rawit,Syamtalira Aron,6.04,26.07,2000.0,5,Rendah,25.52,Bara,4,3,22
Cabe Rawit,Syamtalira Bayu,5.59,26.04,1951.0,20,Sedang,6.13,Bara,4,3,23
Cabe Rawit,Tanah Jambo Aye,5.31,27.0,2144.0,10,Rendah,0.63,Bara,4,3,24
Cabe Rawit,Tanah Luas,5.49,25.02,2200.0,239,Sedang,6.59,Bara,4,3,25
Cabe Rawit,Tanah Pasir,5.09,25.56,1979.0,5,Rendah,6.74,Bara,4,3,26
Cabe Rawit,Baktiya,5.37,27.0,2091.0,11,Rendah,0.67,Taruna,29,3,0
Cabe Rawit,Baktiya Barat,6.17,27.01,2006.0,4,Rendah,6.74,Taruna,29,3,1
Cabe Rawit,Banda Baro,6.02,26.04,1986.0,35,Tinggi,4.78,Taruna,29,3,2
Cabe Rawit,Cot Girek,5.17,25.06,2404.0,124,Sedang,6.61,Taruna,29,3,3
Cabe Rawit,Dewantara,6.12,25.56,1932.0,9,Sedang,4.78,Taruna,29,3,4
Cabe Rawit,Geureudong Pase,5.04,24.02,2267.0,477,Sedang,6.53,Taruna,29,3,5
Cabe Rawit,Meurah Mulia,5.54,26.06,2084.0,18,Sedang,6.47,Taruna,29,3,11
Cabe Rawit,Muara Batu,6.11,25.56,1941.0,10,Sedang,4.78,Taruna,29,3,12
Cabe Rawit,Nibong,5.51,26.07,2127.0,17,Rendah,6.66,Taruna,29,3,13
Cabe Rawit,Nisam,5.06,26.05,1947.0,31,Tinggi,6.26,Taruna,29,3,14
Cabe Rawit,Nisam Antara,5.47,25.02,2181.0,459,Tinggi,6.53,Taruna,29,3,15
Cabe Rawit,Pirak Timu,5.15,26.03,2111.0,13,Sedang,6.65,Taruna,29,3,17
Cabe Rawit,Samudera,5.07,26.07,1999.0,7,Rendah,1.27,Taruna,29,3,18
Cabe Rawit,Sawang,5.42,25.0,2200.0,381,Tinggi,6.13,Taruna,29,3,19
Cabe Rawit,Seunuddon,6.09,27.02,2056.0,4,Rendah,4.28,Taruna,29,3,20
Cabe Rawit,Simpang Keramat,5.59,26.01,2152.0,165,Tinggi,6.53,Taruna,29,3,21
Cabe Rawit,Syamtalira Aron,6.04,26.07,2000.0,5,Rendah,25.52,Taruna,29,3,22
Cabe Rawit,Syamtalira Bayu,5.59,26.04,1951.0,20,Sedang,6.13,Taruna,29,3,23
Cabe Rawit,Tanah Jambo Aye,5.31,27.0,2144.0,10,Rendah,0.63,Taruna,29,3,24
Cabe Rawit,Tanah Luas,5.49,25.02,2200.0,239,Sedang,6.59,Taruna,29,3,25
Cabe Rawit,Tanah Pasir,4.18,21.78,2190.82,4,Rendah,5.39,Taruna,29,3,26
Cabe Keriting,Baktiya,5.37,27.0,2091.0,11,Rendah,0.67,TM 999,27,2,0
Cabe Keriting,Baktiya Barat,6.17,27.01,2006.0,4,Rendah,6.74,TM 999,27,2,1
Cabe Keriting,Banda Baro,6.02,26.04,1986.0,35,Tinggi,4.78,TM 999,27,2,2
Cabe Keriting,Cot Girek,5.17,25.06,2404.0,124,Sedang,6.61,TM 999,27,2,3
Cabe Keriting,Dewantara,6.12,25.56,1932.0,9,Sedang,6.61,TM 999,27,2,4
Cabe Keriting,Matangkuli,5.45,26.07,2130.0,12,Sedang,6.66,TM 999,27,2,10
Cabe Keriting,Meurah Mulia,5.54,26.06,2084.0,18,Sedang,6.47,TM 999,27,2,11
Cabe Keriting,Muara Batu,6.11,25.56,1941.0,10,Sedang,6.61,TM 999,27,2,12
Cabe Keriting,Nibong,5.51,26.07,2127.0,17,Rendah,6.66,TM 999,27,2,13
Cabe Keriting,Nisam,5.06,26.05,1947.0,31,Tinggi,6.26,TM 999,27,2,14
Cabe Keriting,Nisam Antara,5.47,25.02,2181.0,459,Tinggi,6.53,TM 999,27,2,15
Cabe Keriting,Paya Bakong,5.29,25.07,2263.0,81,Sedang,6.61,TM 999,27,2,16
Cabe Keriting,Pirak Timu,5.37,24.73,2319.64,10,Sedang,7.3,TM 999,27,2,17
Cabe Keriting,Samudera,4.37,30.26,1844.16,6,Rendah,0.97,TM 999,27,2,18
Cabe Keriting,Sawang,5.42,25.0,2200.0,381,Tinggi,6.13,TM 999,27,2,19
Cabe Keriting,Seunuddon,6.09,27.02,2056.0,4,Rendah,4.28,TM 999,27,2,20
Cabe Keriting,Simpang Keramat,5.59,26.01,2152.0,165,Tinggi,6.53,TM 999,27,2,21
Cabe Keriting,Syamtalira Aron,6.04,26.07,2000.0,5,Rendah,25.52,TM 999,27,2,22
Cabe Keriting,Syamtalira Bayu,5.62,21.57,1831.29,15,Sedang,7.26,TM 999,27,2,23
Cabe Keriting,Tanah Jambo Aye,5.31,27.0,2144.0,10,Rendah,0.63,TM 999,27,2,24
Cabe Keriting,Tanah Luas,5.49,25.02,2200.0,239,Sedang,6.59,TM 999,27,2,25
Cabe Keriting,Tanah Pasir,5.09,25.56,1979.0,5,Rendah,6.61,TM 999,27,2,26
Cabe Keriting,Baktiya,6.03,23.03,2391.88,11,Rendah,0.54,Lado F1,15,2,0
Cabe Keriting,Baktiya Barat,6.17,27.01,2006.0,4,Rendah,6.74,Lado F1,15,2,1
Cabe Keriting,Banda Baro,6.02,26.04,1986.0,35,Tinggi,4.78,Lado F1,15,2,2
Cabe Keriting,Cot Girek,5.17,25.06,2404.0,124,Sedang,6.61,Lado F1,15,2,3
Cabe Keriting,Dewantara,6.12,25.56,1932.0,9,Sedang,6.61,Lado F1,15,2,4
Cabe Keriting,Geureudong Pase,5.04,24.02,2267.0,477,Sedang,6.53,Lado F1,15,2,5
Cabe Keriting,Kuta Makmur,6.07,26.03,2061.0,141,Tinggi,6.55,Lado F1,15,2,6
Cabe Keriting,Langkahan,5.01,25.08,2429.0,71,Sedang,6.65,Lado F1,15,2,7
Cabe Keriting,Lapang,6.05,27.01,2022.0,4,Rendah,17.21,Lado F1,15,2,8
Cabe Keriting,Lhoksukon,5.22,26.09,2091.0,12,Rendah,6.69,Lado F1,15,2,9
Cabe Keriting,Matangkuli,5.45,26.07,2130.0,12,Sedang,6.66,Lado F1,15,2,10
Cabe Keriting,Meurah Mulia,5.62,28.76,2363.03,14,Sedang,6.49,Lado F1,15,2,11
Cabe Keriting,Muara Batu,6.8,26.17,1893.36,12,Sedang,5.98,Lado F1,15,2,12
Cabe Keriting,Nibong,5.51,26.07,2127.0,17,Rendah,6.66,Lado F1,15,2,13
Cabe Keriting,Nisam,4.11,22.61,1621.38,26,Tinggi,7.32,Lado F1,15,2,14
Cabe Keriting,Nisam Antara,5.47,25.02,2181.0,459,Tinggi,6.53,Lado F1,15,2,15
Cabe Keriting,Syamtalira Aron,6.04,26.07,2000.0,5,Rendah,25.52,Lado F1,15,2,22
Cabe Keriting,Syamtalira Bayu,4.39,20.54,1564.94,23,Sedang,7.39,Lado F1,15,2,23
Cabe Keriting,Tanah Jambo Aye,5.31,27.0,2144.0,10,Rendah,0.63,Lado F1,15,2,24
Cabe Keriting,Tanah Luas,5.49,25.02,2200.0,239,Sedang,6.59,Lado F1,15,2,25
Cabe Keriting,Tanah Pasir,5.09,25.56,1979.0,5,Rendah,6.65,Lado F1,15,2,26
Cabe Keriting,Baktiya,5.37,27.0,2091.0,11,Rendah,0.67,Kencana,14,2,0
Cabe Keriting,Baktiya Barat,6.17,27.01,2006.0,4,Rendah,6.74,Kencana,14,2,1
Cabe Keriting,Banda Baro,6.02,26.04,1986.0,35,Tinggi,4.78,Kencana,14,2,2
Cabe Keriting,Cot Girek,5.17,25.06,2404.0,124,Sedang,6.61,Kencana,14,2,3
Cabe Keriting,Dewantara,4.65,28.08,2412.35,10,Sedang,6.86,Kencana,14,2,4
Cabe Keriting,Geureudong Pase,5.04,24.02,2267.0,477,Sedang,6.53,Kencana,14,2,5
Cabe Keriting,Muara Batu,6.11,25.56,1941.0,10,Sedang,6.61,Kencana,14,2,12
Cabe Keriting,Nibong,5.51,26.07,2127.0,17,Rendah,6.66,Kencana,14,2,13
Cabe Keriting,Nisam,5.06,26.05,1947.0,31,Tinggi,6.26,Kencana,14,2,14
Cabe Keriting,Nisam Antara,5.47,25.02,2181.0,459,Tinggi,6.53,Kencana,14,2,15
Cabe Keriting,Paya Bakong,5.29,25.07,2263.0,81,Sedang,6.61,Kencana,14,2,16
Cabe Keriting,Pirak Timu,5.15,26.03,2111.0,13,Sedang,6.65,Kencana,14,2,17
Cabe Keriting,Samudera,5.07,26.07,1999.0,7,Rendah,1.27,Kencana,14,2,18
Cabe Keriting,Sawang,5.42,25.0,2200.0,381,Tinggi,6.13,Kencana,14,2,19
Cabe Keriting,Seunuddon,6.09,27.02,2056.0,4,Rendah,4.28,Kencana,14,2,20
Cabe Keriting,Simpang Keramat,5.59,26.01,2152.0,165,Tinggi,6.53,Kencana,14,2,21
Cabe Keriting,Syamtalira Bayu,5.59,26.04,1951.0,20,Sedang,6.13,Kencana,14,2,23
Cabe Keriting,Tanah Jambo Aye,5.31,27.0,2144.0,10,Rendah,0.63,Kencana,14,2,24
Cabe Keriting,Tanah Luas,5.49,25.02,2200.0,239,Sedang,6.59,Kencana,14,2,25
Cabe Keriting,Tanah Pasir,5.09,25.56,1979.0,5,Rendah,6.61,Kencana,14,2,26
Cabe Besar,Baktiya,5.37,27.0,2091.0,11,Rendah,0.67,Tanjung 2,28,1,0
Cabe Besar,Baktiya Barat,6.17,27.01,2006.0,4,Rendah,6.74,Tanjung 2,28,1,1
Cabe Besar,Banda Baro,6.02,26.04,1986.0,35,Tinggi,4.78,Tanjung 2,28,1,2
Cabe Besar,Cot Girek,5.17,25.06,2404.0,124,Sedang,6.61,Tanjung 2,28,1,3
Cabe Besar,Dewantara,6.12,25.56,1932.0,9,Sedang,6.61,Tanjung 2,28,1,4
Cabe Besar,Meurah Mulia,5.54,26.06,2084.0,18,Sedang,6.47,Tanjung 2,28,1,11
Cabe Besar,Muara Batu,6.11,25.56,1941.0,10,Sedang,6.61,Tanjung 2,28,1,12
Cabe Besar,Nibong,5.51,26.07,2127.0,17,Rendah,6.66,Tanjung 2,28,1,13
Cabe Besar,Nisam,5.06,26.05,1947.0,31,Tinggi,6.26,Tanjung 2,28,1,14
Cabe Besar,Nisam Antara,5.47,25.02,2181.0,459,Tinggi,6.53,Tanjung 2,28,1,15
Cabe Besar,Paya Bakong,5.29,25.07,2263.0,81,Sedang,6.61,Tanjung 2,28,1,16
Cabe Besar,Pirak Timu,5.15,26.03,2111.0,13,Sedang,6.65,Tanjung 2,28,1,17
Cabe Besar,Samudera,4.97,26.82,2359.45,7,Rendah,1.07,Tanjung 2,28,1,18
Cabe Besar,Sawang,5.42,25.0,2200.0,381,Tinggi,6.13,Tanjung 2,28,1,19
Cabe Besar,Seunuddon,6.09,27.02,2056.0,4,Rendah,4.28,Tanjung 2,28,1,20
Cabe Besar,Simpang Keramat,5.59,26.01,2152.0,165,Tinggi,6.53,Tanjung 2,28,1,21
Cabe Besar,Syamtalira Aron,6.04,26.07,2000.0,5,Rendah,25.52,Tanjung 2,28,1,22
Cabe Besar,Syamtalira Bayu,5.59,26.04,1951.0,20,Sedang,6.13,Tanjung 2,28,1,23
Cabe Besar,Tanah Jambo Aye,5.31,27.0,2144.0,10,Rendah,0.63,Tanjung 2,28,1,24
Cabe Besar,Tanah Luas,5.49,25.02,2200.0,239,Sedang,6.59,Tanjung 2,28,1,25
Cabe Besar,Tanah Pasir,5.09,25.56,1979.0,5,Rendah,0.63,Tanjung 2,28,1,26
Cabe Besar,Baktiya,5.37,27.0,2091.0,11,Rendah,0.67,Gada MK F1,9,1,0
Cabe Besar,Baktiya Barat,6.17,27.01,2006.0,4,Rendah,6.74,Gada MK F1,9,1,1
Cabe Besar,Banda Baro,6.02,26.04,1986.0,35,Tinggi,4.78,Gada MK F1,9,1,2
Cabe Besar,Cot Girek,5.17,25.06,2404.0,124,Sedang,6.61,Gada MK F1,9,1,3
Cabe Besar,Dewantara,6.12,25.56,1932.0,9,Sedang,6.74,Gada MK F1,9,1,4
Cabe Besar,Geureudong Pase,5.04,24.02,2267.0,477,Sedang,6.53,Gada MK F1,9,1,5
Cabe Besar,Kuta Makmur,6.07,26.03,2061.0,141,Tinggi,6.55,Gada MK F1,9,1,6
Cabe Besar,Langkahan,5.01,25.08,2429.0,71,Sedang,6.65,Gada MK F1,9,1,7
Cabe Besar,Lapang,6.05,27.01,2022.0,4,Rendah,17.21,Gada MK F1,9,1,8
Cabe Besar,Matangkuli,5.45,26.07,2130.0,12,Sedang,6.66,Gada MK F1,9,1,10
Cabe Besar,Meurah Mulia,5.54,26.06,2084.0,18,Sedang,6.47,Gada MK F1,9,1,11
Cabe Besar,Muara Batu,6.11,25.56,1941.0,10,Sedang,6.65,Gada MK F1,9,1,12
Cabe Besar,Nibong,5.51,26.07,2127.0,17,Rendah,6.66,Gada MK F1,9,1,13
Cabe Besar,Sawang,5.42,25.0,2200.0,381,Tinggi,6.13,Gada MK F1,9,1,19
Cabe Besar,Seunuddon,6.09,27.02,2056.0,4,Rendah,4.28,Gada MK F1,9,1,20
Cabe Besar,Simpang Keramat,5.59,26.01,2152.0,165,Tinggi,6.53,Gada MK F1,9,1,21
Cabe Besar,Syamtalira Aron,6.04,26.07,2000.0,5,Rendah,25.52,Gada MK F1,9,1,22
Cabe Besar,Syamtalira Bayu,5.88,23.06,1593.17,15,Sedang,7.48,Gada MK F1,9,1,23
Cabe Besar,Tanah Jambo Aye,5.32,27.54,2129.38,9,Rendah,0.72,Gada MK F1,9,1,24
Cabe Besar,Tanah Luas,5.49,25.02,2200.0,239,Sedang,6.59,Gada MK F1,9,1,25
Cabe Besar,Tanah Pasir,5.09,25.56,1979.0,5,Rendah,6.13,Gada MK F1,9,1,26
Cabe Besar,Baktiya,5.37,27.0,2091.0,11,Rendah,0.67,Laris F1,17,1,0
Cabe Besar,Baktiya Barat,6.17,27.01,2006.0,4,Rendah,6.74,Laris F1,17,1,1
Cabe Besar,Banda Baro,6.02,26.04,1986.0,35,Tinggi,4.78,Laris F1,17,1,2
Cabe Besar,Dewantara,6.12,25.56,1932.0,9,Sedang,4.78,Laris F1,17,1,4
Cabe Besar,Geureudong Pase,6.07,21.81,2367.1,520,Sedang,6.37,Laris F1,17,1,5
Cabe Besar,Kuta Makmur,6.07,26.03,2061.0,141,Tinggi,6.55,Laris F1,17,1,6
Cabe Besar,Langkahan,5.01,25.08,2429.0,71,Sedang,6.65,Laris F1,17,1,7
Cabe Besar,Lapang,6.05,27.01,2022.0,4,Rendah,17.21,Laris F1,17,1,8
Cabe Besar,Lhoksukon,5.22,26.09,2091.0,12,Rendah,6.69,Laris F1,17,1,9
Cabe Besar,Matangkuli,5.45,26.07,2130.0,12,Sedang,6.66,Laris F1,17,1,10
Cabe Besar,Meurah Mulia,5.54,26.06,2084.0,18,Sedang,6.47,Laris F1,17,1,11
Cabe Besar,Muara Batu,6.11,25.08,1941.0,10,Sedang,4.78,Laris F1,17,1,12
Cabe Besar,Nibong,5.51,26.07,2127.0,17,Rendah,6.66,Laris F1,17,1,13
Cabe Besar,Nisam,4.44,28.99,2037.5,24,Tinggi,7.57,Laris F1,17,1,14
Cabe Besar,Seunuddon,6.09,27.02,2056.0,4,Rendah,4.28,Laris F1,17,1,20
Cabe Besar,Simpang Keramat,5.73,21.65,2056.51,187,Tinggi,6.47,Laris F1,17,1,21
Cabe Besar,Syamtalira Aron,6.04,26.07,2000.0,5,Rendah,25.52,Laris F1,17,1,22
Cabe Besar,Syamtalira Bayu,5.59,26.04,1951.0,20,Sedang,6.13,Laris F1,17,1,23
Cabe Besar,Tanah Jambo Aye,5.31,27.0,2144.0,10,Rendah,0.63,Laris F1,17,1,24
Cabe Besar,Tanah Luas,5.49,25.02,2200.0,239,Sedang,6.59,Laris F1,17,1,25
Cabe Besar,Tanah Pasir,5.09,26.04,1979.0,5,Rendah,6.13,Laris F1,17,1,26
Tomat,Baktiya,5.37,27.0,2091.0,11,Rendah,0.67,Servo F1,24,9,0
Tomat,Baktiya Barat,6.17,27.01,2006.0,4,Rendah,6.74,Servo F1,24,9,1
Tomat,Banda Baro,6.02,26.04,1986.0,35,Tinggi,4.78,Servo F1,24,9,2
Tomat,Dewantara,6.12,25.56,1932.0,9,Sedang,6.13,Servo F1,24,9,4
Tomat,Matangkuli,5.45,26.07,2130.0,12,Sedang,6.66,Servo F1,24,9,10
Tomat,Meurah Mulia,5.54,26.06,2084.0,18,Sedang,6.47,Servo F1,24,9,11
Tomat,Muara Batu,6.11,25.02,1941.0,10,Sedang,6.74,Servo F1,24,9,12
Tomat,Nibong,5.51,26.07,2127.0,17,Rendah,6.66,Servo F1,24,9,13
Tomat,Nisam,5.06,26.05,1947.0,31,Tinggi,6.26,Servo F1,24,9,14
Tomat,Nisam Antara,6.25,26.76,2513.65,551,Tinggi,6.91,Servo F1,24,9,15
Tomat,Paya Bakong,5.29,25.07,2263.0,81,Sedang,6.61,Servo F1,24,9,16
Tomat,Pirak Timu,5.15,26.03,2111.0,13,Sedang,6.65,Servo F1,24,9,17
Tomat,Samudera,5.07,26.07,1999.0,7,Rendah,1.27,Servo F1,24,9,18
Tomat,Sawang,5.42,25.0,2200.0,381,Tinggi,6.13,Servo F1,24,9,19
Tomat,Seunuddon,6.09,27.02,2056.0,4,Rendah,4.28,Servo F1,24,9,20
Tomat,Simpang Keramat,5.59,26.01,2152.0,165,Tinggi,6.53,Servo F1,24,9,21
Tomat,Syamtalira Aron,6.04,26.07,2000.0,5,Rendah,25.52,Servo F1,24,9,22
Tomat,Syamtalira Bayu,5.59,26.04,1951.0,20,Sedang,6.13,Servo F1,24,9,23
Tomat,Tanah Jambo Aye,5.31,27.0,2144.0,10,Rendah,0.63,Servo F1,24,9,24
Tomat,Tanah Luas,5.49,25.02,2200.0,239,Sedang,6.59,Servo F1,24,9,25
Tomat,Tanah Pasir,5.09,24.02,1979.0,5,Rendah,6.53,Servo F1,24,9,26
Tomat,Baktiya,5.37,27.0,2091.0,11,Rendah,0.67,Ratna,22,9,0
Tomat,Baktiya Barat,6.17,27.01,2006.0,4,Rendah,6.74,Ratna,22,9,1
Tomat,Banda Baro,6.02,26.04,1986.0,35,Tinggi,4.78,Ratna,22,9,2
Tomat,Cot Girek,5.39,25.87,2258.28,113,Sedang,7.93,Ratna,22,9,3
Tomat,Dewantara,6.12,26.06,1932.0,9,Sedang,6.53,Ratna,22,9,4
Tomat,Geureudong Pase,5.04,24.02,2267.0,477,Sedang,6.53,Ratna,22,9,5
Tomat,Meurah Mulia,6.08,21.72,2478.53,17,Sedang,7.25,Ratna,22,9,11
Tomat,Muara Batu,6.11,24.02,1941.0,10,Sedang,4.78,Ratna,22,9,12
Tomat,Nibong,5.51,26.07,2127.0,17,Rendah,6.66,Ratna,22,9,13
Tomat,Nisam,5.06,26.05,1947.0,31,Tinggi,6.26,Ratna,22,9,14
Tomat,Nisam Antara,5.47,25.02,2181.0,459,Tinggi,6.53,Ratna,22,9,15
Tomat,Paya Bakong,5.29,25.07,2263.0,81,Sedang,6.61,Ratna,22,9,16
Tomat,Pirak Timu,5.15,26.03,2111.0,13,Sedang,6.65,Ratna,22,9,17
Tomat,Samudera,5.07,26.07,1999.0,7,Rendah,1.27,Ratna,22,9,18
Tomat,Sawang,5.42,25.0,2200.0,381,Tinggi,6.13,Ratna,22,9,19
Tomat,Seunuddon,6.09,27.02,2056.0,4,Rendah,4.28,Ratna,22,9,20
Tomat,Simpang Keramat,5.59,26.01,2152.0,165,Tinggi,6.53,Ratna,22,9,21
Tomat,Syamtalira Aron,6.04,26.07,2000.0,5,Rendah,25.52,Ratna,22,9,22
Tomat,Syamtalira Bayu,5.81,21.68,1496.3,18,Sedang,6.99,Ratna,22,9,23
Tomat,Tanah Jambo Aye,5.31,27.0,2144.0,10,Rendah,0.63,Ratna,22,9,24
Tomat,Tanah Luas,5.49,25.02,2200.0,239,Sedang,6.59,Ratna,22,9,25
Tomat,Tanah Pasir,4.4,26.62,1911.25,4,Rendah,7.37,Ratna,22,9,26
Tomat,Baktiya,5.37,27.0,2091.0,11,Rendah,0.67,Intan,11,9,0
Tomat,Baktiya Barat,6.17,27.01,2006.0,4,Rendah,6.74,Intan,11,9,1
Tomat,Banda Baro,5.57,25.63,2110.1,32,Tinggi,5.58,Intan,11,9,2
Tomat,Cot Girek,5.17,25.06,2404.0,124,Sedang,6.61,Intan,11,9,3
Tomat,Dewantara,6.12,24.02,1932.0,9,Sedang,6.61,Intan,11,9,4
Tomat,Geureudong Pase,5.04,24.02,2267.0,477,Sedang,6.53,Intan,11,9,5
Tomat,Meurah Mulia,5.54,26.06,2084.0,18,Sedang,6.47,Intan,11,9,11
Tomat,Muara Batu,6.11,27.01,1941.0,10,Sedang,4.78,Intan,11,9,12
Tomat,Nibong,5.51,26.07,2127.0,17,Rendah,6.66,Intan,11,9,13
Tomat,Nisam,5.06,26.05,1947.0,31,Tinggi,6.26,Intan,11,9,14
Tomat,Paya Bakong,4.36,20.47,2474.78,94,Sedang,7.43,Intan,11,9,16
Tomat,Pirak Timu,5.15,26.03,2111.0,13,Sedang,6.65,Intan,11,9,17
Tomat,Samudera,5.07,26.07,1999.0,7,Rendah,1.27,Intan,11,9,18
Tomat,Sawang,5.42,25.0,2200.0,381,Tinggi,6.13,Intan,11,9,19
Tomat,Seunuddon,6.09,27.02,2056.0,4,Rendah,4.28,Intan,11,9,20
Tomat,Simpang Keramat,5.59,26.01,2152.0,165,Tinggi,6.53,Intan,11,9,21
Tomat,Syamtalira Aron,6.04,26.07,2000.0,5,Rendah,25.52,Intan,11,9,22
Tomat,Syamtalira Bayu,5.59,26.04,1951.0,20,Sedang,6.13,Intan,11,9,23
Tomat,Tanah Jambo Aye,5.31,27.0,2144.0,10,Rendah,0.63,Intan,11,9,24
Tomat,Tanah Luas,5.49,25.02,2200.0,239,Sedang,6.59,Intan,11,9,25
Tomat,Tanah Pasir,5.09,26.09,1979.0,5,Rendah,4.78,Intan,11,9,26
Semangka,Baktiya,5.37,27.0,2091.0,11,Rendah,0.67,Crimson Sweet,7,7,0
Semangka,Baktiya Barat,6.17,27.01,2006.0,4,Rendah,6.74,Crimson Sweet,7,7,1
Semangka,Banda Baro,6.02,26.04,1986.0,35,Tinggi,4.78,Crimson Sweet,7,7,2
Semangka,Cot Girek,5.17,25.06,2404.0,124,Sedang,6.61,Crimson Sweet,7,7,3
Semangka,Dewantara,7.44,22.81,2022.69,8,Sedang,6.5,Crimson Sweet,7,7,4
Semangka,Geureudong Pase,5.04,24.02,2267.0,477,Sedang,6.53,Crimson Sweet,7,7,5
Semangka,Meurah Mulia,5.54,26.06,2084.0,18,Sedang,6.47,Crimson Sweet,7,7,11
Semangka,Muara Batu,6.11,25.07,1941.0,10,Sedang,6.65,Crimson Sweet,7,7,12
Semangka,Nibong,5.51,26.07,2127.0,17,Rendah,6.66,Crimson Sweet,7,7,13
Semangka,Nisam,5.06,26.05,1947.0,31,Tinggi,6.26,Crimson Sweet,7,7,14
Semangka,Nisam Antara,5.47,25.02,2181.0,459,Tinggi,6.53,Crimson Sweet,7,7,15
Semangka,Paya Bakong,5.29,25.07,2263.0,81,Sedang,6.61,Crimson Sweet,7,7,16
Semangka,Pirak Timu,5.15,26.03,2111.0,13,Sedang,6.65,Crimson Sweet,7,7,17
Semangka,Samudera,5.07,26.07,1999.0,7,Rendah,1.27,Crimson Sweet,7,7,18
Semangka,Sawang,4.96,22.77,1751.52,377,Tinggi,6.71,Crimson Sweet,7,7,19
Semangka,Seunuddon,6.09,27.02,2056.0,4,Rendah,4.28,Crimson Sweet,7,7,20
Semangka,Simpang Keramat,5.59,26.01,2152.0,165,Tinggi,6.53,Crimson Sweet,7,7,21
Semangka,Syamtalira Aron,6.04,26.07,2000.0,5,Rendah,25.52,Crimson Sweet,7,7,22
